$\beta$,Q,L,index,Mean inventory per demand unit,Mean inventory,FR,Mean cost,Mean cost per demand unit,Rank costs,Rank inventory
0.99,25000,1,4a,0.08638255608207357,299.5671767603571,0.9907984656174527,357087.5020626672,88.0482845523469,6.402061855670103,5.855670103092783
0.99,25000,1,5,0.07950367724550396,223.9353728427733,0.9914956568203166,234736.2507272492,66.03986511389344,3.443298969072165,3.402061855670103
0.99,25000,1,6,0.06433329872611598,188.7759245523522,0.9904337195810554,213756.1156006003,58.41040084630634,2.494845360824742,2.582474226804124
0.99,25000,1,7,0.07084714226077878,206.0969755045181,0.9920488076366626,226655.0001073269,61.87485990615773,3.835051546391753,4.329896907216495
0.99,25000,2,1,0.1258634020268024,733.5609954493697,0.9936050059003478,590432.6432916048,85.25891778429103,4.608247422680412,5.154639175257732
0.99,25000,2,2,0.08055139065541955,493.7729622913223,0.9868854003239439,589110.3188990753,77.9428764864275,4.350515463917525,2.963917525773196
0.99,25000,2,3,0.09477947696586182,571.0814436329186,0.9860681692174099,722655.6838292205,93.52765253816766,5.34020618556701,3.587628865979382
0.99,25000,2,4a,0.07665618806209729,533.0282339950573,0.9927879894483519,525403.5404796972,66.35754780724488,3.783505154639175,4.402061855670103
0.99,25000,2,5,0.1205435468524267,712.3362966251722,0.9925885677898957,578540.894585886,82.67533393068761,4.123711340206185,4.546391752577319
0.99,25000,2,6,0.08378642539971834,521.1318141336327,0.9901723753847299,505184.2667201179,67.97110397349847,3.061855670103093,3.231958762886598
0.99,25000,2,7,0.08940818937697113,543.3450657080812,0.9923835270233069,495438.0194127685,67.51045544240392,2.731958762886598,4.11340206185567
0.995,25000,1,1,0.1620402619103533,460.1658739159077,0.9968526483078497,183643.3127381882,53.2383878206585,4.185567010309279,4.711340206185567
0.995,25000,1,2,0.1269385758166908,378.7241246335592,0.9949534793709364,186127.5289216837,49.60275757116884,3.670103092783505,3.041237113402062
0.995,25000,1,3,0.1299209644012576,387.8284597897986,0.9943440578568868,210683.5874887317,53.47744132359751,3.969072164948454,3.216494845360825
0.995,25000,1,4a,0.1859260306818197,680.3995626241007,0.995175112968611,305329.658031113,74.30823576966272,6.195876288659794,5.649484536082475
0.995,25000,1,5,0.1624571032310366,466.352622300212,0.9965029094909121,179661.4300181124,52.76476390960781,3.65979381443299,4.237113402061856
0.995,25000,1,6,0.1092909227764521,329.2454803750813,0.995121890082977,154644.1293079315,41.94640796923689,2.298969072164948,2.453608247422681
0.995,25000,1,7,0.1375926082426908,419.7106986402561,0.9967213625583435,174433.0473225717,47.57330927915774,4.020618556701031,4.690721649484536
0.995,25000,2,1,0.1895152487238972,1117.861961272221,0.9968318555104325,415318.3188787194,59.18856262657953,4.360824742268041,4.907216494845361
0.995,25000,2,2,0.1252690706601902,780.0117749955826,0.9916726383911261,423280.9032934294,56.19972530043331,4.268041237113402,2.860824742268041
0.995,25000,2,3,0.1497171395511747,884.838198302116,0.9894325912831587,753035.8397030848,91.61304371242993,5.536082474226804,3.262886597938144
0.995,25000,2,4a,0.1273541675006071,891.9532090347426,0.9960712721610047,384056.2721294912,47.97618319463194,3.907216494845361,4.443298969072165
0.995,25000,2,5,0.1969378617100231,1171.723596206229,0.9968566217841626,412697.3053587087,59.94900690323903,4.268041237113402,5.195876288659794
0.995,25000,2,6,0.1241617872069927,780.0095115459746,0.9946767690482751,345716.4793173046,45.86272506261832,2.835051546391753,3.010309278350515
0.995,25000,2,7,0.143857913783345,880.7531709304575,0.9965361528681878,348758.0998067243,47.61571785765683,2.824742268041237,4.319587628865979
0.95,25000,1,4,0.004197831878756132,7.674882321351598,0.9467817001365573,371874.9759891934,94.96726305606774,5.206185567010309,3.670103092783505
0.95,25000,2,4,0.008561481237632727,40.03991642906801,0.9436473195694319,992916.3385530363,124.2847423233724,4.185567010309279,2.855670103092784
0.975,25000,1,4,0.0149501451664712,34.15223633355889,0.9730467463426312,340530.9412367066,84.66718184740391,5.030927835051546,2.88659793814433
0.975,25000,2,4,0.02277992641799167,121.3360070025735,0.9711905257129734,862441.6589525994,105.4536880110058,4.0,2.695876288659794
0.99,25000,1,4,0.0541627075847627,153.4708232341504,0.9900019170969856,282771.4291648382,67.8270014002157,5.247422680412371,3.804123711340206
0.99,25000,2,4,0.06554899399057425,400.6882745504113,0.9883690835099886,661070.4313619558,78.03248258597982,4.309278350515464,3.608247422680412
0.995,25000,1,4,0.1154220730289822,363.7312065897176,0.9949716880040856,229649.0452564706,53.6302739187887,5.278350515463917,4.216494845360825
0.995,25000,2,4,0.1157158293487181,750.951534489789,0.9934410057051479,504837.2184925118,57.83137361138584,4.309278350515464,3.917525773195876
